"profile","Park","year","euc_dist_to_BP"
39,"Holman, Long Beach","18",487.624158101771
39,"Holman, Long Beach","19",438.555175968118
40,"Oceanview South, Long Beach","97",408.886573173563
40,"Oceanview South, Long Beach","98",420.89281247086
40,"Oceanview South, Long Beach","99",391.017131590935
40,"Oceanview South, Long Beach","10",433.598805609091
40,"Oceanview South, Long Beach","11",474.78399913079
40,"Oceanview South, Long Beach","12",448.207542835507
40,"Oceanview South, Long Beach","13",480.980330780378
40,"Oceanview South, Long Beach","14",443.560846415267
40,"Oceanview South, Long Beach","15",475.005203774247
40,"Oceanview South, Long Beach","16",462.19101947638
40,"Oceanview South, Long Beach","17",454.353831940084
40,"Oceanview South, Long Beach","18",456.395869251274
40,"Oceanview South, Long Beach","19",424.257271778115
41,"Cape Disappointment CANBY, Long Beach","97",400.947701928331
41,"Cape Disappointment CANBY, Long Beach","98",398.40320800492
41,"Cape Disappointment CANBY, Long Beach","99",377.47577877211
41,"Cape Disappointment CANBY, Long Beach","10",362.168788658836
41,"Cape Disappointment CANBY, Long Beach","11",379.507107145089
41,"Cape Disappointment CANBY, Long Beach","12",392.210563767251
41,"Cape Disappointment CANBY, Long Beach","13",390.272046865555
41,"Cape Disappointment CANBY, Long Beach","14",382.45637567522
41,"Cape Disappointment CANBY, Long Beach","15",396.504085215565
41,"Cape Disappointment CANBY, Long Beach","16",396.793576879242
41,"Cape Disappointment CANBY, Long Beach","17",332.062198043714
41,"Cape Disappointment CANBY, Long Beach","18",355.34335115436
41,"Cape Disappointment CANBY, Long Beach","19",387.283444158929
41,"Cape Disappointment CANBY, Long Beach","20",363.626936283074
41,"Cape Disappointment CANBY, Long Beach","21",352.357876465984
41,"Cape Disappointment CANBY, Long Beach","22",350.200433437218
42,"Clatsop Spit","97",390.792722990433
42,"Clatsop Spit","98",462.02115367296
42,"Clatsop Spit","99",483.517832840004
42,"Clatsop Spit","10",435.05399292303
42,"Clatsop Spit","12",420.634616252992
42,"Clatsop Spit","13",425.155721197889
42,"Clatsop Spit","14",398.556683914953
42,"Clatsop Spit","15",435.604917046732
42,"Clatsop Spit","16",416.942467641862
42,"Clatsop Spit","17",426.816025756164
42,"Clatsop Spit","18",445.79792106657
42,"Clatsop Spit","19",433.594888907029
43,"Peter Iredale Rd OBA","97",421.124620744519
43,"Peter Iredale Rd OBA","98",458.280751272864
43,"Peter Iredale Rd OBA","99",444.386185142155
43,"Peter Iredale Rd OBA","10",410.39599919981
43,"Peter Iredale Rd OBA","12",429.399566179568
43,"Peter Iredale Rd OBA","13",446.960387051464
43,"Peter Iredale Rd OBA","14",413.326202594536
43,"Peter Iredale Rd OBA","15",461.907649825385
43,"Peter Iredale Rd OBA","16",443.437591351046
43,"Peter Iredale Rd OBA","17",426.215657273647
43,"Peter Iredale Rd OBA","18",439.364222932638
43,"Peter Iredale Rd OBA","19",423.828548405132
44,"Delaura Beach Rd OBA","97",423.2761814642
44,"Delaura Beach Rd OBA","98",436.801052847558
44,"Delaura Beach Rd OBA","99",440.10708660088
44,"Delaura Beach Rd OBA","10",453.136243482364
44,"Delaura Beach Rd OBA","12",514.758080269665
44,"Delaura Beach Rd OBA","13",479.78046120991
44,"Delaura Beach Rd OBA","14",465.011004611442
44,"Delaura Beach Rd OBA","15",526.044498725455
44,"Delaura Beach Rd OBA","16",502.655179811408
44,"Delaura Beach Rd OBA","17",461.649477282719
44,"Delaura Beach Rd OBA","18",482.417486132122
44,"Delaura Beach Rd OBA","19",471.777705762065
44,"Delaura Beach Rd OBA","20",479.355859244597
44,"Delaura Beach Rd OBA","21",464.614375695186
44,"Delaura Beach Rd OBA","22",493.421158301332
45,"Slusher Lake Rd OBA","97",474.272702841283
45,"Slusher Lake Rd OBA","98",479.27127386834
45,"Slusher Lake Rd OBA","99",497.872240833321
45,"Slusher Lake Rd OBA","10",493.053240938905
45,"Slusher Lake Rd OBA","12",532.942322950987
45,"Slusher Lake Rd OBA","13",537.668128123991
45,"Slusher Lake Rd OBA","14",531.321245358545
45,"Slusher Lake Rd OBA","15",549.300945582105
45,"Slusher Lake Rd OBA","16",522.197190268559
45,"Slusher Lake Rd OBA","17",498.091176236195
45,"Slusher Lake Rd OBA","18",568.04040083114
45,"Slusher Lake Rd OBA","19",478.024401152658
45,"Slusher Lake Rd OBA","20",503.691768573163
45,"Slusher Lake Rd OBA","21",515.1192398672
45,"Slusher Lake Rd OBA","22",530.508650244619
46,"Del Rey Beach Rd OBA","97",388.734666401715
46,"Del Rey Beach Rd OBA","98",419.637877392453
46,"Del Rey Beach Rd OBA","99",431.466541061352
46,"Del Rey Beach Rd OBA","10",496.004977711359
47,"Seaside Beach","97",551.011488542333
47,"Seaside Beach","98",593.921038963787
47,"Seaside Beach","99",566.001179639104
47,"Seaside Beach","10",565.030427433453
48,"Quinault Beach, North Beach","99",367.416166090578
48,"Quinault Beach, North Beach","10",460.956019290028
48,"Quinault Beach, North Beach","11",527.728099547213
48,"Quinault Beach, North Beach","12",524.598486291842
48,"Quinault Beach, North Beach","13",525.533140971812
48,"Quinault Beach, North Beach","14",537.533353613268
48,"Quinault Beach, North Beach","15",530.162535500862
48,"Quinault Beach, North Beach","16",530.083351157817
48,"Quinault Beach, North Beach","17",512.795810958624
48,"Quinault Beach, North Beach","18",497.078516091496
48,"Quinault Beach, North Beach","19",536.606492830342
49,"Chautauqua Resort, Long Beach","10",504.586990349389
49,"Chautauqua Resort, Long Beach","11",497.010493215043
49,"Chautauqua Resort, Long Beach","12",491.762368848886
49,"Chautauqua Resort, Long Beach","13",554.513171603589
49,"Chautauqua Resort, Long Beach","14",550.405195318733
49,"Chautauqua Resort, Long Beach","15",528.393281300811
49,"Chautauqua Resort, Long Beach","16",499.21084004643
49,"Chautauqua Resort, Long Beach","17",495.282805818918
49,"Chautauqua Resort, Long Beach","18",530.475192622482
49,"Chautauqua Resort, Long Beach","19",498.095916359345
50,"Seaview, Long Beach","10",455.250070305676
50,"Seaview, Long Beach","11",475.788694335329
50,"Seaview, Long Beach","12",500.079297215284
50,"Seaview, Long Beach","13",504.428327578181
50,"Seaview, Long Beach","14",491.649343169796
50,"Seaview, Long Beach","15",506.442489610918
50,"Seaview, Long Beach","16",474.236980303435
50,"Seaview, Long Beach","17",452.891349664932
50,"Seaview, Long Beach","18",479.590820441037
50,"Seaview, Long Beach","19",450.792775269648
51,"Beard's Hollow Cape Disappointment, Long Beach","10",472.947717944015
51,"Beard's Hollow Cape Disappointment, Long Beach","11",479.689479276342
51,"Beard's Hollow Cape Disappointment, Long Beach","12",463.222725349745
51,"Beard's Hollow Cape Disappointment, Long Beach","13",462.61196060677
51,"Beard's Hollow Cape Disappointment, Long Beach","14",481.758281907472
51,"Beard's Hollow Cape Disappointment, Long Beach","15",520.554454882913
51,"Beard's Hollow Cape Disappointment, Long Beach","16",521.10666082332
51,"Beard's Hollow Cape Disappointment, Long Beach","17",485.150874164342
51,"Beard's Hollow Cape Disappointment, Long Beach","18",487.766900720445
51,"Beard's Hollow Cape Disappointment, Long Beach","19",435.195827174859
52,"A Loop Cape Disappointment, Long Beach","10",392.292710402886
52,"A Loop Cape Disappointment, Long Beach","11",388.13279329404
52,"A Loop Cape Disappointment, Long Beach","12",379.85207113593
52,"A Loop Cape Disappointment, Long Beach","13",418.207307538072
52,"A Loop Cape Disappointment, Long Beach","14",394.986775904275
52,"A Loop Cape Disappointment, Long Beach","15",421.788160308279
52,"A Loop Cape Disappointment, Long Beach","16",414.343520031687
52,"A Loop Cape Disappointment, Long Beach","17",353.699645615114
52,"A Loop Cape Disappointment, Long Beach","18",374.006939929261
52,"A Loop Cape Disappointment, Long Beach","19",346.896439947494
53,"Benson Beach North Cape Disappointment, Long Beach","10",404.590976033647
53,"Benson Beach North Cape Disappointment, Long Beach","11",403.675610296031
53,"Benson Beach North Cape Disappointment, Long Beach","12",444.137217411329
53,"Benson Beach North Cape Disappointment, Long Beach","13",450.337194066687
53,"Benson Beach North Cape Disappointment, Long Beach","14",465.639385677225
53,"Benson Beach North Cape Disappointment, Long Beach","15",414.598594681501
53,"Benson Beach North Cape Disappointment, Long Beach","16",350.549595306955
53,"Benson Beach North Cape Disappointment, Long Beach","17",339.959575926119
53,"Benson Beach North Cape Disappointment, Long Beach","18",369.573446459385
53,"Benson Beach North Cape Disappointment, Long Beach","19",361.211326965072
54,"Benson Beach South Cape Disappointment, Long Beach","10",357.41041398169
54,"Benson Beach South Cape Disappointment, Long Beach","11",415.712524217822
54,"Benson Beach South Cape Disappointment, Long Beach","12",429.663834434026
54,"Benson Beach South Cape Disappointment, Long Beach","13",412.697376105715
54,"Benson Beach South Cape Disappointment, Long Beach","14",402.331589362001
54,"Benson Beach South Cape Disappointment, Long Beach","15",415.658108666933
54,"Benson Beach South Cape Disappointment, Long Beach","16",349.935154602329
54,"Benson Beach South Cape Disappointment, Long Beach","17",323.597336508745
54,"Benson Beach South Cape Disappointment, Long Beach","18",365.486981748386
54,"Benson Beach South Cape Disappointment, Long Beach","19",332.148625113156
